latitude,longitude,state,grid_cell_id,population_total,population_at_risk,area_km2,density_per_km2,elevation_proxy_m,landslide_exposure_class,is_synthetic,data_source
29.15,94.95,Arunachal Pradesh,POP_03186,1102,661,107.66,10.2,1824.2,HIGH,True,SYNTHETIC_DEMO
29.25,94.95,Arunachal Pradesh,POP_03187,2962,1777,107.55,27.5,1861.8,HIGH,True,SYNTHETIC_DEMO
29.35,94.95,Arunachal Pradesh,POP_03188,1033,619,107.45,9.6,1551.0,HIGH,True,SYNTHETIC_DEMO
29.45,94.95,Arunachal Pradesh,POP_03189,4790,2874,107.34,44.6,1877.9,HIGH,True,SYNTHETIC_DEMO
24.15,95.05,Assam,POP_03190,54313,5431,112.47,482.9,616.6,LOW,True,SYNTHETIC_DEMO
24.25,95.05,Assam,POP_03191,48037,14411,112.38,427.4,957.9,MEDIUM,True,SYNTHETIC_DEMO
24.35,95.05,Assam,POP_03192,12078,3623,112.29,107.6,816.6,MEDIUM,True,SYNTHETIC_DEMO
24.45,95.05,Assam,POP_03193,92056,9205,112.21,820.4,474.8,LOW,True,SYNTHETIC_DEMO
24.55,95.05,Assam,POP_03194,101502,10150,112.12,905.3,203.1,LOW,True,SYNTHETIC_DEMO
24.65,95.05,Assam,POP_03195,63311,6331,112.03,565.1,516.1,LOW,True,SYNTHETIC_DEMO
24.75,95.05,Assam,POP_03196,45813,4581,111.94,409.3,389.7,LOW,True,SYNTHETIC_DEMO
24.85,95.05,Assam,POP_03197,22322,6696,111.85,199.6,1021.9,MEDIUM,True,SYNTHETIC_DEMO
24.95,95.05,Assam,POP_03198,13569,1356,111.76,121.4,552.2,LOW,True,SYNTHETIC_DEMO
25.05,95.05,Assam,POP_03199,27785,8335,111.67,248.8,1334.8,MEDIUM,True,SYNTHETIC_DEMO
25.15,95.05,Assam,POP_03200,122764,12276,111.58,1100.3,203.6,LOW,True,SYNTHETIC_DEMO
25.25,95.05,Assam,POP_03201,80822,24246,111.48,725.0,1228.7,MEDIUM,True,SYNTHETIC_DEMO
25.35,95.05,Assam,POP_03202,26827,8048,111.39,240.8,1169.2,MEDIUM,True,SYNTHETIC_DEMO
25.45,95.05,Assam,POP_03203,52615,15784,111.3,472.7,1335.1,MEDIUM,True,SYNTHETIC_DEMO
25.55,95.05,Assam,POP_03204,34645,10393,111.21,311.5,1224.0,MEDIUM,True,SYNTHETIC_DEMO
25.65,95.05,Assam,POP_03205,36518,3651,111.11,328.7,779.7,LOW,True,SYNTHETIC_DEMO
25.75,95.05,Assam,POP_03206,12598,1259,111.02,113.5,499.5,LOW,True,SYNTHETIC_DEMO
25.85,95.05,Assam,POP_03207,66287,6628,110.93,597.6,559.5,LOW,True,SYNTHETIC_DEMO
25.95,95.05,Assam,POP_03208,87199,52319,110.83,786.7,1682.6,HIGH,True,SYNTHETIC_DEMO
26.05,95.05,Assam,POP_03209,41890,12567,110.74,378.3,813.8,MEDIUM,True,SYNTHETIC_DEMO
26.15,95.05,Assam,POP_03210,20425,2042,110.65,184.6,768.5,LOW,True,SYNTHETIC_DEMO
26.25,95.05,Assam,POP_03211,15771,9462,110.55,142.7,1679.2,HIGH,True,SYNTHETIC_DEMO
26.35,95.05,Assam,POP_03212,288507,86552,110.46,2612.0,1288.0,MEDIUM,True,SYNTHETIC_DEMO
26.45,95.05,Assam,POP_03213,133315,39994,110.36,1208.0,1032.1,MEDIUM,True,SYNTHETIC_DEMO
26.55,95.05,Assam,POP_03214,36456,10936,110.26,330.6,1183.0,MEDIUM,True,SYNTHETIC_DEMO
26.65,95.05,Assam,POP_03215,105564,31669,110.17,958.2,1051.0,MEDIUM,True,SYNTHETIC_DEMO
26.75,95.05,Assam,POP_03216,18567,5570,110.07,168.7,936.9,MEDIUM,True,SYNTHETIC_DEMO
26.85,95.05,Assam,POP_03217,32790,3279,109.98,298.2,752.1,LOW,True,SYNTHETIC_DEMO
26.95,95.05,Assam,POP_03218,61046,18313,109.88,555.6,1090.1,MEDIUM,True,SYNTHETIC_DEMO
27.05,95.05,Assam,POP_03219,40846,12253,109.78,372.1,1036.2,MEDIUM,True,SYNTHETIC_DEMO
27.15,95.05,Assam,POP_03220,32369,19421,109.68,295.1,1568.2,HIGH,True,SYNTHETIC_DEMO
27.25,95.05,Assam,POP_03221,39044,11713,109.58,356.3,1277.8,MEDIUM,True,SYNTHETIC_DEMO
27.35,95.05,Assam,POP_03222,232279,69683,109.49,2121.5,1464.4,MEDIUM,True,SYNTHETIC_DEMO
27.45,95.05,Assam,POP_03223,28567,8570,109.39,261.2,863.9,MEDIUM,True,SYNTHETIC_DEMO
27.55,95.05,Assam,POP_03224,53835,32301,109.29,492.6,1677.4,HIGH,True,SYNTHETIC_DEMO
27.65,95.05,Assam,POP_03225,32290,9687,109.19,295.7,1075.4,MEDIUM,True,SYNTHETIC_DEMO
27.75,95.05,Assam,POP_03226,87105,26131,109.09,798.5,1385.9,MEDIUM,True,SYNTHETIC_DEMO
27.85,95.05,Assam,POP_03227,21703,6510,108.99,199.1,1212.2,MEDIUM,True,SYNTHETIC_DEMO
27.95,95.05,Assam,POP_03228,22095,13257,108.89,202.9,1599.3,HIGH,True,SYNTHETIC_DEMO
28.05,95.05,Assam,POP_03229,21520,6456,108.79,197.8,1486.7,MEDIUM,True,SYNTHETIC_DEMO
28.15,95.05,Arunachal Pradesh,POP_03230,2685,1611,108.69,24.7,1940.2,HIGH,True,SYNTHETIC_DEMO
28.25,95.05,Arunachal Pradesh,POP_03231,3541,2124,108.59,32.6,1867.7,HIGH,True,SYNTHETIC_DEMO
28.35,95.05,Arunachal Pradesh,POP_03232,3872,1161,108.48,35.7,896.6,MEDIUM,True,SYNTHETIC_DEMO
28.45,95.05,Arunachal Pradesh,POP_03233,1229,737,108.38,11.3,1518.8,HIGH,True,SYNTHETIC_DEMO
28.55,95.05,Arunachal Pradesh,POP_03234,3356,2013,108.28,31.0,2001.5,HIGH,True,SYNTHETIC_DEMO
28.65,95.05,Arunachal Pradesh,POP_03235,1025,615,108.18,9.5,1538.2,HIGH,True,SYNTHETIC_DEMO
28.75,95.05,Arunachal Pradesh,POP_03236,4791,1437,108.07,44.3,1285.9,MEDIUM,True,SYNTHETIC_DEMO
28.85,95.05,Arunachal Pradesh,POP_03237,682,409,107.97,6.3,2006.7,HIGH,True,SYNTHETIC_DEMO
28.95,95.05,Arunachal Pradesh,POP_03238,5693,1707,107.87,52.8,1020.2,MEDIUM,True,SYNTHETIC_DEMO
29.05,95.05,Arunachal Pradesh,POP_03239,5818,3490,107.76,54.0,1648.5,HIGH,True,SYNTHETIC_DEMO
29.15,95.05,Arunachal Pradesh,POP_03240,5788,3472,107.66,53.8,2158.1,HIGH,True,SYNTHETIC_DEMO
29.25,95.05,Arunachal Pradesh,POP_03241,8437,5062,107.55,78.4,1862.3,HIGH,True,SYNTHETIC_DEMO
29.35,95.05,Arunachal Pradesh,POP_03242,3472,2083,107.45,32.3,1939.7,HIGH,True,SYNTHETIC_DEMO
29.45,95.05,Arunachal Pradesh,POP_03243,1688,1012,107.34,15.7,1599.5,HIGH,True,SYNTHETIC_DEMO
24.15,95.15,Assam,POP_03244,9265,926,112.47,82.4,655.0,LOW,True,SYNTHETIC_DEMO
24.25,95.15,Assam,POP_03245,49219,14765,112.38,438.0,1048.3,MEDIUM,True,SYNTHETIC_DEMO
24.35,95.15,Assam,POP_03246,36304,10891,112.29,323.3,806.5,MEDIUM,True,SYNTHETIC_DEMO
24.45,95.15,Assam,POP_03247,93102,9310,112.21,829.7,69.3,LOW,True,SYNTHETIC_DEMO
24.55,95.15,Assam,POP_03248,82462,8246,112.12,735.5,736.2,LOW,True,SYNTHETIC_DEMO
24.65,95.15,Assam,POP_03249,73653,7365,112.03,657.5,465.3,LOW,True,SYNTHETIC_DEMO
24.75,95.15,Assam,POP_03250,103694,10369,111.94,926.4,539.5,LOW,True,SYNTHETIC_DEMO
24.85,95.15,Assam,POP_03251,22157,6647,111.85,198.1,1024.7,MEDIUM,True,SYNTHETIC_DEMO
24.95,95.15,Assam,POP_03252,14750,1475,111.76,132.0,404.1,LOW,True,SYNTHETIC_DEMO
25.05,95.15,Assam,POP_03253,112729,33818,111.67,1009.5,1188.3,MEDIUM,True,SYNTHETIC_DEMO
25.15,95.15,Assam,POP_03254,12406,3721,111.58,111.2,1166.3,MEDIUM,True,SYNTHETIC_DEMO
25.25,95.15,Assam,POP_03255,62418,6241,111.48,559.9,547.6,LOW,True,SYNTHETIC_DEMO
25.35,95.15,Assam,POP_03256,48373,4837,111.39,434.3,758.1,LOW,True,SYNTHETIC_DEMO
25.45,95.15,Assam,POP_03257,10947,1094,111.3,98.4,661.9,LOW,True,SYNTHETIC_DEMO
25.55,95.15,Assam,POP_03258,105530,31659,111.21,948.9,835.1,MEDIUM,True,SYNTHETIC_DEMO
25.65,95.15,Assam,POP_03259,47653,14295,111.11,428.9,1374.3,MEDIUM,True,SYNTHETIC_DEMO
25.75,95.15,Assam,POP_03260,93832,28149,111.02,845.2,812.6,MEDIUM,True,SYNTHETIC_DEMO
25.85,95.15,Assam,POP_03261,10949,3284,110.93,98.7,897.0,MEDIUM,True,SYNTHETIC_DEMO
25.95,95.15,Assam,POP_03262,60541,6054,110.83,546.2,407.5,LOW,True,SYNTHETIC_DEMO
26.05,95.15,Assam,POP_03263,15138,4541,110.74,136.7,1019.6,MEDIUM,True,SYNTHETIC_DEMO
26.15,95.15,Assam,POP_03264,113900,11390,110.65,1029.4,698.7,LOW,True,SYNTHETIC_DEMO
26.25,95.15,Assam,POP_03265,51582,15474,110.55,466.6,1244.3,MEDIUM,True,SYNTHETIC_DEMO
26.35,95.15,Assam,POP_03266,137356,13735,110.46,1243.5,636.9,LOW,True,SYNTHETIC_DEMO
26.45,95.15,Assam,POP_03267,77316,7731,110.36,700.6,649.3,LOW,True,SYNTHETIC_DEMO
26.55,95.15,Assam,POP_03268,7386,2215,110.26,67.0,1368.1,MEDIUM,True,SYNTHETIC_DEMO
26.65,95.15,Assam,POP_03269,46572,13971,110.17,422.7,1048.3,MEDIUM,True,SYNTHETIC_DEMO
26.75,95.15,Assam,POP_03270,44671,13401,110.07,405.8,963.6,MEDIUM,True,SYNTHETIC_DEMO
26.85,95.15,Assam,POP_03271,72919,43751,109.98,663.0,1701.6,HIGH,True,SYNTHETIC_DEMO
26.95,95.15,Assam,POP_03272,101401,10140,109.88,922.8,404.7,LOW,True,SYNTHETIC_DEMO
27.05,95.15,Assam,POP_03273,39067,11720,109.78,355.9,960.1,MEDIUM,True,SYNTHETIC_DEMO
27.15,95.15,Assam,POP_03274,43350,13005,109.68,395.2,1451.0,MEDIUM,True,SYNTHETIC_DEMO
27.25,95.15,Assam,POP_03275,52561,15768,109.58,479.6,1246.7,MEDIUM,True,SYNTHETIC_DEMO
27.35,95.15,Assam,POP_03276,17179,5153,109.49,156.9,1439.3,MEDIUM,True,SYNTHETIC_DEMO
27.45,95.15,Assam,POP_03277,56875,17062,109.39,519.9,1224.5,MEDIUM,True,SYNTHETIC_DEMO
27.55,95.15,Assam,POP_03278,87430,52458,109.29,800.0,1832.7,HIGH,True,SYNTHETIC_DEMO
27.65,95.15,Assam,POP_03279,77287,23186,109.19,707.8,1242.8,MEDIUM,True,SYNTHETIC_DEMO
27.75,95.15,Assam,POP_03280,37655,11296,109.09,345.2,1302.5,MEDIUM,True,SYNTHETIC_DEMO
27.85,95.15,Assam,POP_03281,93965,28189,108.99,862.1,1210.8,MEDIUM,True,SYNTHETIC_DEMO
27.95,95.15,Assam,POP_03282,51399,15419,108.89,472.0,1461.2,MEDIUM,True,SYNTHETIC_DEMO
28.05,95.15,Assam,POP_03283,73007,43804,108.79,671.1,1532.2,HIGH,True,SYNTHETIC_DEMO
28.15,95.15,Arunachal Pradesh,POP_03284,1481,888,108.69,13.6,1934.7,HIGH,True,SYNTHETIC_DEMO
28.25,95.15,Arunachal Pradesh,POP_03285,2148,644,108.59,19.8,1491.3,MEDIUM,True,SYNTHETIC_DEMO
28.35,95.15,Arunachal Pradesh,POP_03286,2820,846,108.48,26.0,1168.5,MEDIUM,True,SYNTHETIC_DEMO
28.45,95.15,Arunachal Pradesh,POP_03287,1076,322,108.38,9.9,1298.7,MEDIUM,True,SYNTHETIC_DEMO
28.55,95.15,Arunachal Pradesh,POP_03288,2762,1657,108.28,25.5,1719.8,HIGH,True,SYNTHETIC_DEMO
28.65,95.15,Arunachal Pradesh,POP_03289,7741,4644,108.18,71.6,1738.4,HIGH,True,SYNTHETIC_DEMO
28.75,95.15,Arunachal Pradesh,POP_03290,5024,1507,108.07,46.5,1287.7,MEDIUM,True,SYNTHETIC_DEMO
28.85,95.15,Arunachal Pradesh,POP_03291,862,517,107.97,8.0,1954.1,HIGH,True,SYNTHETIC_DEMO
28.95,95.15,Arunachal Pradesh,POP_03292,775,465,107.87,7.2,1561.4,HIGH,True,SYNTHETIC_DEMO
29.05,95.15,Arunachal Pradesh,POP_03293,1830,549,107.76,17.0,1155.5,MEDIUM,True,SYNTHETIC_DEMO
29.15,95.15,Arunachal Pradesh,POP_03294,1536,921,107.66,14.3,2198.0,HIGH,True,SYNTHETIC_DEMO
29.25,95.15,Arunachal Pradesh,POP_03295,753,451,107.55,7.0,1761.7,HIGH,True,SYNTHETIC_DEMO
29.35,95.15,Arunachal Pradesh,POP_03296,1888,566,107.45,17.6,1156.8,MEDIUM,True,SYNTHETIC_DEMO
29.45,95.15,Arunachal Pradesh,POP_03297,695,208,107.34,6.5,1323.9,MEDIUM,True,SYNTHETIC_DEMO
24.15,95.25,Assam,POP_03298,46597,4659,112.47,414.3,471.8,LOW,True,SYNTHETIC_DEMO
24.25,95.25,Assam,POP_03299,159819,15981,112.38,1422.1,597.1,LOW,True,SYNTHETIC_DEMO
24.35,95.25,Assam,POP_03300,14470,1447,112.29,128.9,662.5,LOW,True,SYNTHETIC_DEMO
24.45,95.25,Assam,POP_03301,8486,848,112.21,75.6,791.5,LOW,True,SYNTHETIC_DEMO
24.55,95.25,Assam,POP_03302,183633,18363,112.12,1637.9,59.9,LOW,True,SYNTHETIC_DEMO
24.65,95.25,Assam,POP_03303,26507,2650,112.03,236.6,366.6,LOW,True,SYNTHETIC_DEMO
24.75,95.25,Assam,POP_03304,11333,3399,111.94,101.2,1363.5,MEDIUM,True,SYNTHETIC_DEMO
24.85,95.25,Assam,POP_03305,82133,8213,111.85,734.3,514.1,LOW,True,SYNTHETIC_DEMO
24.95,95.25,Assam,POP_03306,28653,8595,111.76,256.4,878.6,MEDIUM,True,SYNTHETIC_DEMO
25.05,95.25,Assam,POP_03307,132640,39792,111.67,1187.8,1078.6,MEDIUM,True,SYNTHETIC_DEMO
25.15,95.25,Assam,POP_03308,163159,16315,111.58,1462.3,524.6,LOW,True,SYNTHETIC_DEMO
25.25,95.25,Assam,POP_03309,13611,4083,111.48,122.1,1010.3,MEDIUM,True,SYNTHETIC_DEMO
25.35,95.25,Assam,POP_03310,31248,9374,111.39,280.5,861.7,MEDIUM,True,SYNTHETIC_DEMO
25.45,95.25,Assam,POP_03311,21604,6481,111.3,194.1,1402.2,MEDIUM,True,SYNTHETIC_DEMO
25.55,95.25,Assam,POP_03312,4298,1289,111.21,38.6,1356.7,MEDIUM,True,SYNTHETIC_DEMO
25.65,95.25,Assam,POP_03313,47951,4795,111.11,431.5,639.6,LOW,True,SYNTHETIC_DEMO
25.75,95.25,Assam,POP_03314,26242,2624,111.02,236.4,595.7,LOW,True,SYNTHETIC_DEMO
25.85,95.25,Assam,POP_03315,32054,3205,110.93,289.0,782.0,LOW,True,SYNTHETIC_DEMO
25.95,95.25,Assam,POP_03316,24115,2411,110.83,217.6,786.3,LOW,True,SYNTHETIC_DEMO
26.05,95.25,Assam,POP_03317,127569,38270,110.74,1152.0,1064.1,MEDIUM,True,SYNTHETIC_DEMO
26.15,95.25,Assam,POP_03318,39965,11989,110.65,361.2,1164.2,MEDIUM,True,SYNTHETIC_DEMO
26.25,95.25,Assam,POP_03319,54573,16371,110.55,493.6,1071.0,MEDIUM,True,SYNTHETIC_DEMO
26.35,95.25,Assam,POP_03320,222467,66740,110.46,2014.1,959.1,MEDIUM,True,SYNTHETIC_DEMO
26.45,95.25,Assam,POP_03321,23121,2312,110.36,209.5,751.4,LOW,True,SYNTHETIC_DEMO
26.55,95.25,Assam,POP_03322,145925,43777,110.26,1323.4,813.7,MEDIUM,True,SYNTHETIC_DEMO
26.65,95.25,Assam,POP_03323,46067,4606,110.17,418.1,769.2,LOW,True,SYNTHETIC_DEMO
26.75,95.25,Assam,POP_03324,31395,9418,110.07,285.2,1271.0,MEDIUM,True,SYNTHETIC_DEMO
26.85,95.25,Assam,POP_03325,87068,26120,109.98,791.7,1178.0,MEDIUM,True,SYNTHETIC_DEMO
26.95,95.25,Assam,POP_03326,21678,6503,109.88,197.3,1018.0,MEDIUM,True,SYNTHETIC_DEMO
27.05,95.25,Assam,POP_03327,20931,2093,109.78,190.7,624.0,LOW,True,SYNTHETIC_DEMO
27.15,95.25,Assam,POP_03328,14253,8551,109.68,129.9,1949.5,HIGH,True,SYNTHETIC_DEMO
27.25,95.25,Assam,POP_03329,11899,3569,109.58,108.6,1366.3,MEDIUM,True,SYNTHETIC_DEMO
27.35,95.25,Assam,POP_03330,6440,3864,109.49,58.8,1748.1,HIGH,True,SYNTHETIC_DEMO
27.45,95.25,Assam,POP_03331,14714,1471,109.39,134.5,595.1,LOW,True,SYNTHETIC_DEMO
27.55,95.25,Assam,POP_03332,15206,9123,109.29,139.1,1606.9,HIGH,True,SYNTHETIC_DEMO
27.65,95.25,Assam,POP_03333,88435,26530,109.19,809.9,1187.5,MEDIUM,True,SYNTHETIC_DEMO
27.75,95.25,Assam,POP_03334,53983,32389,109.09,494.9,1779.4,HIGH,True,SYNTHETIC_DEMO
27.85,95.25,Assam,POP_03335,15837,4751,108.99,145.3,1111.6,MEDIUM,True,SYNTHETIC_DEMO
27.95,95.25,Assam,POP_03336,35593,10677,108.89,326.9,1361.7,MEDIUM,True,SYNTHETIC_DEMO
28.05,95.25,Assam,POP_03337,101234,60740,108.79,930.6,2135.3,HIGH,True,SYNTHETIC_DEMO
28.15,95.25,Arunachal Pradesh,POP_03338,2669,800,108.69,24.6,1158.4,MEDIUM,True,SYNTHETIC_DEMO
28.25,95.25,Arunachal Pradesh,POP_03339,1500,900,108.59,13.8,1832.7,HIGH,True,SYNTHETIC_DEMO
28.35,95.25,Arunachal Pradesh,POP_03340,645,387,108.48,5.9,2059.5,HIGH,True,SYNTHETIC_DEMO
28.45,95.25,Arunachal Pradesh,POP_03341,1807,1084,108.38,16.7,2028.7,HIGH,True,SYNTHETIC_DEMO
28.55,95.25,Arunachal Pradesh,POP_03342,645,387,108.28,6.0,1899.1,HIGH,True,SYNTHETIC_DEMO
28.65,95.25,Arunachal Pradesh,POP_03343,1971,1182,108.18,18.2,1522.3,HIGH,True,SYNTHETIC_DEMO
28.75,95.25,Arunachal Pradesh,POP_03344,2046,1227,108.07,18.9,2083.3,HIGH,True,SYNTHETIC_DEMO
28.85,95.25,Arunachal Pradesh,POP_03345,2131,1278,107.97,19.7,2080.6,HIGH,True,SYNTHETIC_DEMO
28.95,95.25,Arunachal Pradesh,POP_03346,1748,1048,107.87,16.2,1800.9,HIGH,True,SYNTHETIC_DEMO
29.05,95.25,Arunachal Pradesh,POP_03347,295,177,107.76,2.7,2312.6,HIGH,True,SYNTHETIC_DEMO
29.15,95.25,Arunachal Pradesh,POP_03348,3186,1911,107.66,29.6,1533.8,HIGH,True,SYNTHETIC_DEMO
29.25,95.25,Arunachal Pradesh,POP_03349,541,324,107.55,5.0,1586.5,HIGH,True,SYNTHETIC_DEMO
29.35,95.25,Arunachal Pradesh,POP_03350,2868,1720,107.45,26.7,1889.6,HIGH,True,SYNTHETIC_DEMO
29.45,95.25,Arunachal Pradesh,POP_03351,11451,6870,107.34,106.7,2104.4,HIGH,True,SYNTHETIC_DEMO
24.15,95.35,Assam,POP_03352,109095,10909,112.47,970.0,656.6,LOW,True,SYNTHETIC_DEMO
24.25,95.35,Assam,POP_03353,37504,11251,112.38,333.7,960.7,MEDIUM,True,SYNTHETIC_DEMO
24.35,95.35,Assam,POP_03354,32939,3293,112.29,293.3,654.5,LOW,True,SYNTHETIC_DEMO
24.45,95.35,Assam,POP_03355,65726,6572,112.21,585.8,780.5,LOW,True,SYNTHETIC_DEMO
24.55,95.35,Assam,POP_03356,21288,2128,112.12,189.9,468.6,LOW,True,SYNTHETIC_DEMO
24.65,95.35,Assam,POP_03357,68522,6852,112.03,611.7,591.6,LOW,True,SYNTHETIC_DEMO
24.75,95.35,Assam,POP_03358,50398,15119,111.94,450.2,1011.2,MEDIUM,True,SYNTHETIC_DEMO
24.85,95.35,Assam,POP_03359,36166,10849,111.85,323.4,1310.7,MEDIUM,True,SYNTHETIC_DEMO
24.95,95.35,Assam,POP_03360,21877,2187,111.76,195.8,441.7,LOW,True,SYNTHETIC_DEMO
25.05,95.35,Assam,POP_03361,285874,85762,111.67,2560.1,1012.0,MEDIUM,True,SYNTHETIC_DEMO
25.15,95.35,Assam,POP_03362,22652,2265,111.58,203.0,507.5,LOW,True,SYNTHETIC_DEMO
25.25,95.35,Assam,POP_03363,58528,5852,111.48,525.0,521.2,LOW,True,SYNTHETIC_DEMO
25.35,95.35,Assam,POP_03364,59214,17764,111.39,531.6,819.5,MEDIUM,True,SYNTHETIC_DEMO
25.45,95.35,Assam,POP_03365,56088,5608,111.3,503.9,395.4,LOW,True,SYNTHETIC_DEMO
25.55,95.35,Assam,POP_03366,151242,45372,111.21,1360.0,1026.3,MEDIUM,True,SYNTHETIC_DEMO
25.65,95.35,Assam,POP_03367,47820,14346,111.11,430.4,816.1,MEDIUM,True,SYNTHETIC_DEMO
25.75,95.35,Assam,POP_03368,11515,3454,111.02,103.7,1284.2,MEDIUM,True,SYNTHETIC_DEMO
25.85,95.35,Assam,POP_03369,36695,22017,110.93,330.8,1647.9,HIGH,True,SYNTHETIC_DEMO
25.95,95.35,Assam,POP_03370,71984,7198,110.83,649.5,517.4,LOW,True,SYNTHETIC_DEMO
26.05,95.35,Assam,POP_03371,47444,14233,110.74,428.4,1117.7,MEDIUM,True,SYNTHETIC_DEMO
26.15,95.35,Assam,POP_03372,19023,1902,110.65,171.9,593.7,LOW,True,SYNTHETIC_DEMO
26.25,95.35,Assam,POP_03373,36536,21921,110.55,330.5,1621.1,HIGH,True,SYNTHETIC_DEMO
26.35,95.35,Assam,POP_03374,78213,23463,110.46,708.1,857.0,MEDIUM,True,SYNTHETIC_DEMO
26.45,95.35,Assam,POP_03375,29524,8857,110.36,267.5,1283.9,MEDIUM,True,SYNTHETIC_DEMO
26.55,95.35,Assam,POP_03376,64555,19366,110.26,585.5,1165.3,MEDIUM,True,SYNTHETIC_DEMO
26.65,95.35,Assam,POP_03377,77823,23346,110.17,706.4,1341.1,MEDIUM,True,SYNTHETIC_DEMO
26.75,95.35,Assam,POP_03378,147820,44346,110.07,1342.9,1202.0,MEDIUM,True,SYNTHETIC_DEMO
26.85,95.35,Assam,POP_03379,56274,16882,109.98,511.7,893.9,MEDIUM,True,SYNTHETIC_DEMO
26.95,95.35,Assam,POP_03380,58949,17684,109.88,536.5,1482.7,MEDIUM,True,SYNTHETIC_DEMO
27.05,95.35,Assam,POP_03381,52242,15672,109.78,475.9,800.8,MEDIUM,True,SYNTHETIC_DEMO
27.15,95.35,Assam,POP_03382,18365,5509,109.68,167.4,1438.4,MEDIUM,True,SYNTHETIC_DEMO
27.25,95.35,Assam,POP_03383,44911,26946,109.58,409.8,1546.1,HIGH,True,SYNTHETIC_DEMO
27.35,95.35,Assam,POP_03384,33743,10122,109.49,308.2,989.5,MEDIUM,True,SYNTHETIC_DEMO
27.45,95.35,Assam,POP_03385,12793,7675,109.39,117.0,1642.2,HIGH,True,SYNTHETIC_DEMO
27.55,95.35,Assam,POP_03386,48216,14464,109.29,441.2,947.9,MEDIUM,True,SYNTHETIC_DEMO
27.65,95.35,Assam,POP_03387,21483,12889,109.19,196.8,1702.7,HIGH,True,SYNTHETIC_DEMO
27.75,95.35,Assam,POP_03388,31315,18789,109.09,287.1,1898.4,HIGH,True,SYNTHETIC_DEMO
27.85,95.35,Assam,POP_03389,77662,46597,108.99,712.6,1957.7,HIGH,True,SYNTHETIC_DEMO
27.95,95.35,Assam,POP_03390,213212,127927,108.89,1958.1,1504.2,HIGH,True,SYNTHETIC_DEMO
28.05,95.35,Assam,POP_03391,26795,8038,108.79,246.3,1376.4,MEDIUM,True,SYNTHETIC_DEMO
28.15,95.35,Arunachal Pradesh,POP_03392,232,69,108.69,2.1,1037.5,MEDIUM,True,SYNTHETIC_DEMO
28.25,95.35,Arunachal Pradesh,POP_03393,1644,493,108.59,15.1,1268.1,MEDIUM,True,SYNTHETIC_DEMO
28.35,95.35,Arunachal Pradesh,POP_03394,1337,401,108.48,12.3,978.2,MEDIUM,True,SYNTHETIC_DEMO
28.45,95.35,Arunachal Pradesh,POP_03395,814,244,108.38,7.5,1355.5,MEDIUM,True,SYNTHETIC_DEMO
28.55,95.35,Arunachal Pradesh,POP_03396,2067,1240,108.28,19.1,1832.3,HIGH,True,SYNTHETIC_DEMO
28.65,95.35,Arunachal Pradesh,POP_03397,150,90,108.18,1.4,1968.9,HIGH,True,SYNTHETIC_DEMO
28.75,95.35,Arunachal Pradesh,POP_03398,766,459,108.07,7.1,1680.8,HIGH,True,SYNTHETIC_DEMO
28.85,95.35,Arunachal Pradesh,POP_03399,1410,846,107.97,13.1,1538.1,HIGH,True,SYNTHETIC_DEMO
28.95,95.35,Arunachal Pradesh,POP_03400,7572,4543,107.87,70.2,2086.0,HIGH,True,SYNTHETIC_DEMO
29.05,95.35,Arunachal Pradesh,POP_03401,4081,2448,107.76,37.9,1582.8,HIGH,True,SYNTHETIC_DEMO
29.15,95.35,Arunachal Pradesh,POP_03402,1164,698,107.66,10.8,2332.1,HIGH,True,SYNTHETIC_DEMO
29.25,95.35,Arunachal Pradesh,POP_03403,6107,3664,107.55,56.8,2561.6,HIGH,True,SYNTHETIC_DEMO
29.35,95.35,Arunachal Pradesh,POP_03404,4641,2784,107.45,43.2,1649.4,HIGH,True,SYNTHETIC_DEMO
29.45,95.35,Arunachal Pradesh,POP_03405,432,129,107.34,4.0,1140.1,MEDIUM,True,SYNTHETIC_DEMO
24.15,95.45,Assam,POP_03406,112517,33755,112.47,1000.4,810.2,MEDIUM,True,SYNTHETIC_DEMO
24.25,95.45,Assam,POP_03407,24862,7458,112.38,221.2,1061.5,MEDIUM,True,SYNTHETIC_DEMO
24.35,95.45,Assam,POP_03408,62385,6238,112.29,555.6,0,LOW,True,SYNTHETIC_DEMO
24.45,95.45,Assam,POP_03409,19911,1991,112.21,177.5,642.5,LOW,True,SYNTHETIC_DEMO
24.55,95.45,Assam,POP_03410,27568,2756,112.12,245.9,546.3,LOW,True,SYNTHETIC_DEMO
24.65,95.45,Assam,POP_03411,185978,18597,112.03,1660.1,685.3,LOW,True,SYNTHETIC_DEMO
24.75,95.45,Assam,POP_03412,41850,4185,111.94,373.9,524.4,LOW,True,SYNTHETIC_DEMO
24.85,95.45,Assam,POP_03413,8007,800,111.85,71.6,649.7,LOW,True,SYNTHETIC_DEMO
24.95,95.45,Assam,POP_03414,37495,3749,111.76,335.5,506.6,LOW,True,SYNTHETIC_DEMO
25.05,95.45,Assam,POP_03415,14129,1412,111.67,126.5,341.2,LOW,True,SYNTHETIC_DEMO
25.15,95.45,Assam,POP_03416,36590,10977,111.58,327.9,1222.7,MEDIUM,True,SYNTHETIC_DEMO
25.25,95.45,Assam,POP_03417,51070,5107,111.48,458.1,632.2,LOW,True,SYNTHETIC_DEMO
